customer_ID,plan,predicted
10080414,1011022,0011032
10080415,2033123,2033123
10080418,0033002,0033002
10080419,1033113,1033113
10080420,1123123,1123123
10080421,0013002,0013002
10080423,1111101,1122101
10080424,1143102,1143102
10080425,1033124,1033124
10080427,2013003,2113033
10080428,1133114,1133114
10080429,1111122,1111122
10080433,0111002,0111002
10080436,2033001,2033001
10080437,1033021,1033021
10080440,2113134,2113134
10080441,0022022,0022022
10080443,0033004,0033004
10080445,0011001,0011001
10080447,1043101,1043101
10080449,1111113,1111113
10080451,2022003,2022003
10080453,1133102,1133102
10080455,1033123,1033123
10080458,1023121,1123121
10080464,2123113,2123113
10080465,1022113,1022113
10080466,2043013,2043013
10080469,1133102,1133102
10080471,1033013,1033013
10080472,1023113,1023113
10080474,2033113,2033113
10080475,2143102,2143102
10080477,2022033,2022033
10080478,1113113,1113113
10080479,2023023,1023123
10080481,1133111,1133111
10080483,1021113,1122112
10080484,1043114,1033102
10080486,1013121,1013121
10080491,1133112,1133112
10080492,1123022,1133002
10080493,1113021,1113021
10080494,2033023,2033023
10080495,1143013,1143013
10080496,1033102,1033102
10080497,1023021,1023021
10080500,1113113,1113113
10080502,1023023,1023023
10080504,1043123,1043123
10080506,1143103,1143103
10080508,1133123,1133123
10080509,1011023,1011023
10080511,1133102,1133102
10080513,2022001,2022001
10080515,0022002,0022002
10080518,0033001,0033001
10080520,2111123,2111123
10080521,0033102,0033102
10080522,0033013,0033013
10080524,1133113,1132124
10080526,0113001,0113001
10080527,1133102,1133102
10080529,2013133,2013133
10080530,1011023,1011023
10080531,1113103,1113103
10080533,2123113,2133103
10080534,1113112,1113112
10080536,0112003,0112003
10080537,1033113,1033113
10080538,0112002,0112002
10080540,1011021,1011021
10080541,1013013,2033113
10080542,1033014,1033014
10080544,0033002,0033002
10080545,1033121,1033121
10080546,1143101,1143113
10080548,1111021,1111021
10080549,2033134,2033134
10080550,1133023,2133013
10080551,1111021,1111021
10080552,1133021,1133021
10080553,0011002,0011002
10080556,2033021,2033021
10080557,1012113,1012113
10080559,1133123,1133123
10080561,0011003,0011003
10080562,1112123,1122122
10080564,1022113,1022113
10080566,2133131,2133131
10080567,1012022,1122022
10080568,0111002,0111002
10080569,1113013,1111123
10080570,0123001,0133001
10080571,0013003,0013003
10080572,1111023,1111023
10080573,0133001,0133001
10080574,0043123,0043123
10080575,2023023,2023023
10080576,1123022,1123022
10080577,1122123,1122123
10080578,0011002,0011002
10080582,1123013,1123013
10080584,1112121,1112121
10080585,1122013,1123013
10080586,2033014,2033014
10080587,1133114,1133114
10080588,1011021,1011021
10080590,2012002,0012002
10080591,1133123,1133123
10080594,2022032,2022032
10080595,1023112,1023112
10080596,1133113,1133113
10080597,2013032,2013032
10080598,1013123,1013123
10080600,2011033,2011033
10080601,1133123,1133123
10080603,1013023,1013023
10080605,1013012,1013012
10080607,2011121,2111132
10080608,1133121,1133121
10080609,1011014,1011014
10080611,1031033,1033023
10080612,2012032,2012032
10080613,1023013,1023113
10080614,0021002,0021004
10080615,1033012,1033012
10080616,0033002,0033002
10080618,1123114,1123114
10080620,2133003,2133003
10080621,1123113,1122113
10080622,1011023,1011023
10080623,1122121,1122121
10080625,1111121,1111121
10080626,1133112,1133112
10080627,1033002,1033002
10080628,1033021,1033021
10080629,0011002,0011002
10080630,1033022,1033121
10080632,1023002,1023002
10080640,0112002,0112002
10080641,0013002,0013002
10080642,2133023,2133023
10080643,2133031,2133031
10080645,0033103,0033003
10080647,0032004,0032004
10080648,1133104,1133104
10080650,0013001,0012001
10080652,1013003,1111023
10080653,1111022,1111022
10080654,2133111,2133113
10080655,1133102,1133114
10080656,1133012,1143113
10080657,1032024,1032024
10080658,1033112,1033112
10080659,2113122,1113112
10080661,1122112,1122112
10080664,2022033,2022033
10080665,0033001,0033001
10080666,1043123,1043123
10080669,1133021,1133021
10080670,1033014,1033014
10080673,0022001,0022001
10080674,1113113,1113113
10080675,1022121,1022121
10080676,0011002,0011002
10080678,1031021,1033123
10080679,2112123,2122121
10080680,1111121,1111121
10080682,1033013,1033013
10080683,2011113,2011113
10080686,1133112,1133112
10080687,1133021,1133021
10080690,1123022,1123022
10080691,1033123,1033123
10080692,1033003,1133002
10080693,1122111,1122111
10080694,1043023,1033023
10080696,1133121,1133121
10080697,1133012,1133012
10080698,1133104,1133104
10080699,0011003,0011003
10080700,1133012,0113002
10080701,2113023,2113023
10080702,1022121,1122121
10080704,1033112,1033112
10080705,1123012,1123012
10080706,1032013,1032013
10080708,2122111,2122111
10080711,0022002,0022002
10080712,1013022,1011022
10080713,1033012,1033023
10080714,0123012,0123012
10080716,0123114,0123114
10080718,1133114,1133114
10080719,2033023,1022022
10080720,0033012,1133122
10080723,2133101,2133101
10080724,0122002,0122002
10080726,1133121,1133121
10080727,1022002,1022002
10080728,0011002,0011002
10080729,1033022,1033022
10080730,0123002,0123002
10080732,1033011,1033011
10080734,1012013,1012013
10080738,1133021,1133021
10080740,1033012,1043013
10080741,1133102,1133102
10080743,0122013,0122013
10080744,1133123,1133123
10080745,1133123,1133123
10080746,1112022,1112022
10080750,2133103,2133103
10080753,0033001,0033001
10080754,1133121,1133121
10080757,2013023,2013023
10080760,1143103,1143103
10080765,1043002,1043002
10080768,1022011,1022011
10080769,1113133,1133104
10080770,0112002,0112002
10080772,1043113,1043113
10080773,1112123,1112123
10080775,1113123,1113123
10080778,1043113,1043113
10080779,1033023,1033023
10080780,1043013,1043013
10080781,1022123,1022123
10080783,0011001,0011001
10080785,1133123,1133123
10080789,2033113,2033113
10080790,0022001,0022001
10080791,1113122,1111121
10080792,1043014,1043014
10080793,1033013,1033013
10080795,1033021,2033031
10080796,1133112,1133112
10080797,1133113,1133113
10080800,1122111,1122111
10080802,1123121,1123121
10080804,1011023,1011023
10080805,2122122,2122122
10080807,1111122,1111122
10080808,0133002,0133002
10080809,1033102,1033102
10080810,1033102,1033102
10080811,1123121,1123121
10080813,1023113,1023113
10080814,0133002,0133002
10080816,2011032,2011032
10080817,1133113,1133113
10080820,0111022,0111022
10080821,2012121,2012121
10080824,0133002,0133002
10080826,1111121,1111121
10080827,1133121,1133121
10080828,1132122,1033102
10080831,1033101,1033101
10080833,1133022,0123002
10080835,2111021,2111021
10080836,2023023,2023013
10080837,1022011,1022011
10080838,1033012,2043113
10080839,1013022,1013022
10080841,2133033,2033033
10080842,0012002,0012002
10080843,2113033,2113033
10080844,1133124,1133124
10080845,1133102,1133102
10080846,1123111,1123111
10080849,1133122,1133122
10080850,0033001,0033001
10080851,0013012,0011002
10080855,1143112,1143112
10080856,1122111,1122111
10080860,1133123,1133123
10080861,2122131,2122131
10080863,2133101,2133101
10080864,1011022,1011022
10080865,2011032,2011032
10080867,0022002,0022002
10080871,1111014,1111014
10080874,1023013,1023013
10080875,2133133,2133133
10080878,1113113,1113113
10080879,2112002,2112002
10080880,1132124,1132124
10080881,1033101,1033101
10080882,1133103,2143102
10080883,0013003,0013003
10080884,1133102,1133102
10080885,0032002,0032002
10080886,0122001,0122001
10080888,1113023,1113023
10080889,1123022,1123022
10080892,2012122,2012122
10080894,1043021,1043021
10080895,1033122,1033122
10080897,2033131,2033131
10080898,2012032,2012032
10080899,0033002,0033002
10080901,2112132,2112131
10080902,2012123,2012123
10080904,1123113,1123113
10080905,1143113,1043113
10080906,1133111,1133111
10080907,0032002,0032002
10080910,1043102,1033122
10080911,0033002,0033002
10080912,1143123,1143123
10080913,1022121,1022121
10080914,1013021,1013021
10080915,0013002,0013002
10080916,1043124,1043124
10080918,1133112,1133112
10080919,1023113,1023113
10080920,1133113,1133113
10080923,1143113,1143113
10080925,1123123,1123123
10080930,1122011,1122011
10080931,1022024,1022024
10080932,2133103,1133113
10080934,1133022,1133022
10080935,1122102,1122102
10080937,1033102,1033102
10080938,1043023,1013023
10080939,1133112,1133112
10080940,0011002,0011002
10080941,1132102,1132102
10080942,1113122,1133102
10080943,1133122,1133122
10080944,0011022,0011022
10080945,0133002,0133002
10080946,0032002,0032002
10080948,1143103,1143103
10080952,0033002,0033002
10080953,0011002,0011002
10080954,0033002,0033002
10080956,1133113,1133113
10080961,2013114,2013111
10080963,1012023,1012023
10080964,1043123,1043123
10080966,1012113,1012113
10080967,1111122,1111122
10080968,1122011,1122011
10080969,1132123,1132123
10080970,1123101,1123101
10080971,1113021,1123013
10080972,1032102,1032102
10080973,1033123,1033123
10080974,1023023,1023023
10080975,1033124,1133124
10080977,0012002,0012002
10080979,1032003,1032003
10080983,1043124,1043124
10080984,0013003,0013003
10080985,2133013,2133013
10080986,2013123,2013123
10080987,1133123,1133123
10080988,1133021,1133021
10080989,1133122,1133122
10080990,1011021,1011021
10080991,1033001,1033001
10080994,2011131,2011131
10081001,1133114,1133114
10081003,1133112,1133112
10081005,0033002,0033002
10081007,0011003,2011003
10081008,0033002,0033002
10081009,1123121,1123121
10081010,1133113,1133113
10081013,2143103,1133123
10081014,1043123,1043123
10081017,1133003,1133003
10081019,1113123,1113123
10081020,0011002,0011002
10081021,1113121,1113021
10081023,0023002,0023002
10081024,1112023,1112023
10081025,1133111,1133111
10081026,1032002,1032002
10081027,2133131,2133131
10081028,1043022,1043022
10081029,0012002,0012002
10081030,1033024,1033024
10081031,1013113,1113013
10081032,1122022,1122022
10081034,1033123,1033123
10081035,1033101,1033101
10081036,1113113,1113113
10081037,1012021,1022021
10081039,0011001,0011001
10081040,1043014,1043014
10081041,2012032,2012032
10081042,1133121,1133121
10081044,0122001,0122001
10081045,0013001,0013001
10081047,2133102,2133102
10081051,0013003,0013003
10081054,2123103,2123103
10081055,2112002,2112002
10081057,1133102,1133102
10081059,1133021,1133021
10081060,0112001,0112001
10081061,1033002,1033002
10081062,2023101,2023101
10081065,0111002,0111002
10081066,1133113,1133113
10081067,0012002,0012002
10081068,1113023,1113023
10081069,1133114,1133114
10081070,2033011,2033011
10081071,1012033,1012123
10081072,1033113,1033113
10081073,1123122,1123122
10081074,0011002,0011002
10081075,1132102,1132102
10081076,0011012,0011012
10081077,0112002,0112002
10081079,1123121,1133121
10081082,1133123,1133123
10081084,0123123,0123123
10081086,1133123,1133123
10081089,1133101,1133101
10081090,0133002,0133002
10081091,1011122,1011122
10081092,1132122,1033123
10081093,1033122,1033122
10081094,1043123,1043123
10081095,1033002,1043123
10081096,1023122,1023122
10081097,1033013,2033023
10081098,1133013,1133013
10081099,1133111,1143111
10081100,1033012,1033012
10081104,1033013,1133114
10081105,0111012,1122012
10081106,1043123,1043023
10081110,1033123,1011021
10081111,1033121,1033121
10081112,0012002,0012002
10081113,1043013,1043013
10081114,1033113,1033113
10081116,2033003,2033013
10081117,0012001,0012001
10081118,1123113,1123113
10081121,0033003,0033003
10081124,2033002,2033023
10081125,1023023,1023023
10081127,2011012,2011012
10081128,1133114,1133114
10081129,1133102,1143113
10081131,0013002,1123022
10081133,1021113,1021113
10081134,0022004,0022004
10081136,1033101,1033101
10081137,1133103,1133103
10081138,2013033,2013033
10081140,0032002,0032002
10081141,0033001,0033001
10081142,1012022,1012022
10081143,1012023,1012023
10081144,2133013,2133013
10081146,1113021,1113121
10081148,0111002,0111002
10081149,1133103,1033003
10081150,2133102,2133102
10081152,1043024,1043024
10081155,1133122,1133122
10081156,1023022,1012024
10081159,1022114,1022114
10081160,1022002,0022002
10081161,1012012,1012012
10081163,1112123,1112123
10081164,1133021,1133021
10081165,1022012,1022012
10081166,1122113,1122113
10081167,0122001,0122001
10081168,1122122,1122122
10081173,1123112,1123112
10081174,0031013,0033013
10081175,1132021,1132021
10081176,1033023,1133111
10081177,1022023,1022023
10081178,2013131,2013131
10081179,0022021,0022021
10081181,1123114,1123114
10081183,1132112,1132112
10081184,1133024,1133024
10081185,1133123,1133123
10081188,2013021,1123021
10081190,1033114,1033114
10081192,1033104,1033104
10081196,1013012,1013012
10081198,1011023,1011023
10081199,0011003,0011003
10081200,0013002,1123121
10081201,1123021,1123021
10081205,1122121,1122121
10081208,1143104,1143104
10081209,1143123,1143123
10081210,1013021,1013021
10081211,0123003,0123003
10081213,0011002,0011002
10081214,2133132,2033132
10081215,1111113,1111113
10081216,1123112,1123112
10081218,1133112,1133112
10081219,1033123,1033123
10081220,1022024,1022024
10081221,2021033,2021033
10081222,1111102,1111102
10081223,1143102,1143102
10081224,1133013,1133013
10081225,1033024,1033024
10081229,1043121,1043121
10081231,1033102,1033102
10081233,1032002,1032002
10081236,1113122,1113122
10081242,2143021,2143021
10081245,0133022,0011001
10081247,0013002,0013002
10081248,1022022,1022022
10081249,1012023,1012023
10081251,1013113,1013113
10081254,1033112,1111012
10081257,0113004,0113004
10081258,2122132,2122132
10081260,1012021,1012021
10081261,0013002,0013002
10081262,1033002,1043022
10081263,1111112,2011113
10081264,0022012,1021012
10081265,1113102,1113102
10081266,2133001,1033013
10081268,1133124,1133124
10081272,2133002,2133032
10081275,1033124,1033124
10081277,1023022,1023022
10081278,0133002,0133002
10081279,2011021,2011021
10081280,0012001,0012002
10081282,1113121,1113121
10081284,1023002,1023002
10081287,1133101,1133101
10081292,1013101,1013101
10081296,0013001,0013001
10081297,1012002,0011002
10081298,0011001,0011001
10081299,1143121,1143121
10081300,2011112,2011112
10081303,0013003,0013003
10081304,1022122,1022122
10081306,2012001,2012001
10081307,2012033,2012033
10081308,1122122,1143122
10081309,1133122,1133123
10081310,0033002,0033002
10081311,0012002,0012002
10081313,1033023,1033023
10081315,1113121,1113121
10081316,0022001,0022001
10081319,2133121,1133121
10081320,1133113,1133113
10081321,1033022,1033022
10081323,1013023,1013023
10081324,1123111,1123111
10081326,0112001,0112001
10081327,1133123,1023123
10081328,1023102,1023102
10081329,0043002,0043002
10081330,0023002,0023002
10081333,1033124,1033024
10081334,1133112,1133112
10081335,2133014,2133014
10081336,1111111,1111111
10081337,1033112,1033112
10081338,1133111,1133111
10081341,0022002,0022002
10081342,1133022,1133022
10081347,0032003,0032003
10081348,1143102,1143102
10081349,1022011,1022011
10081350,1133102,1133102
10081352,2021031,2021031
10081353,1122112,1122112
10081356,1133121,1133121
10081358,2011034,2011034
10081360,1143123,1143123
10081363,2122031,2122031
10081364,1111101,1111101
10081365,1111021,1011022
10081367,1112014,1123113
10081368,1023012,1033012
10081369,1033102,1033102
10081370,1143103,1143103
10081373,0011002,0011002
10081374,0111022,0011002
10081376,1133123,1133123
10081379,1013022,1013022
10081381,1043013,1043014
10081382,1033114,1133114
10081383,1033122,1033122
10081384,1011021,1011021
10081386,1133002,1133002
10081388,1032022,1033022
10081390,2123123,2123123
10081391,1013032,1022011
10081392,2123122,2123131
10081393,1013011,1013011
10081394,1123023,1123023
10081395,0122032,2122032
10081396,1133013,1133113
10081397,0023002,0023002
10081398,1022112,1022022
10081399,1113023,1112123
10081400,1113121,1112111
10081401,2112123,2112123
10081402,1133113,1133113
10081403,1111102,1111102
10081404,2033032,2033032
10081405,1043113,1132123
10081406,2033123,2033102
10081407,1143024,1143024
10081408,1133112,1133112
10081415,1012021,1133023
10081417,2033023,2033023
10081418,1132122,1132122
10081419,1133022,1133022
10081420,1043113,2113113
10081422,2043102,2043102
10081423,1122113,1122113
10081424,1113124,1113124
10081425,0033012,0033012
10081429,1033021,1033021
10081430,0112001,2112011
10081431,1123022,1123022
10081432,0122002,0122002
10081433,1011022,2012022
10081435,1011021,1011021
10081438,2033021,1143123
10081440,1023114,1023114
10081442,1133111,1133111
10081445,1013021,1013021
10081450,1132101,1132101
10081452,2123102,2123102
10081453,0133003,0133003
10081454,0023001,0123001
10081456,1133122,1133122
10081458,0023002,0023003
10081460,2043121,2043121
10081461,1033103,1033103
10081462,0033002,0033002
10081463,1033111,1033111
10081464,1133113,1133113
10081465,1033004,1033004
10081468,1142123,1142123
10081472,0011023,0011023
10081473,1043014,1043014
10081474,1112122,1112122
10081475,0133001,0012001
10081476,2133133,2133133
10081477,1022003,1022003
10081478,1033014,1033014
10081479,2133133,2133133
10081481,1123122,1123122
10081482,1111024,1111024
10081484,1122022,1122022
10081485,2112022,2112022
10081486,1133102,1133102
10081488,1023124,1023124
10081489,1111122,1111122
10081490,2133102,2133102
10081492,0012001,0012001
10081493,1033013,1033013
10081494,2133102,2133102
10081498,0033122,0033122
10081499,0143013,0143002
10081500,1122012,1122012
10081503,1033113,1033113
10081504,0033001,0033001
10081506,0113002,0113002
10081508,1043013,1033011
10081510,1033103,1113123
10081512,1112023,1112023
10081514,1133021,1122021
10081516,1013021,1013021
10081517,1033023,1033023
10081518,2033113,2033113
10081520,2012023,2012023
10081521,1133123,1133123
10081523,0143013,0143013
10081524,2011132,2011132
10081526,1012123,1012123
10081528,2033002,1033002
10081529,1033123,1033123
10081530,1133013,1133013
10081531,1022123,1022123
10081533,1133103,1133103
10081534,1123021,1123021
10081535,0111002,0111002
10081536,2022102,2022102
10081538,1033023,1033023
10081540,1032002,1032002
10081541,1133123,1033023
10081543,0011002,0011002
10081545,0133003,0133003
10081547,0011002,0011002
10081548,1112122,1112122
10081549,1012022,1012022
10081550,1123123,1123123
10081551,1033022,1033022
10081552,1033112,1033112
10081553,0012013,0012013
10081556,0013001,0013001
10081557,0013003,0013003
10081558,1032112,1032112
10081559,1033113,1033113
10081560,1123113,1122124
10081561,0012002,0012012
10081562,1132112,1132112
10081565,2033104,2043124
10081566,1033122,1143124
10081568,1143124,1143123
10081569,1133012,1133012
10081570,1022012,1022012
10081572,1043103,1043103
10081575,1011113,1011113
10081576,2111131,2111131
10081577,2133131,1122021
10081578,1133122,1133122
10081580,1022022,1022022
10081581,1043023,1043023
10081582,1133013,1133013
10081583,2123031,2012022
10081584,0033001,0033001
10081586,1023022,1023022
10081587,1133114,1133114
10081594,1122021,0122001
10081597,1133124,1133124
10081599,1033023,2033023
10081603,2133002,2133102
10081604,1111121,1111121
10081607,1143111,1143111
10081608,2033031,2033031
10081609,1112113,1112113
10081612,2133021,1133022
10081614,1023013,1023013
10081615,2122123,2122123
10081616,1123113,1123113
10081617,0113001,0123001
10081619,1143113,1143113
10081622,2123113,2123113
10081625,1033123,1033123
10081626,1123122,1123122
10081627,1021111,1023113
10081631,2033121,2033121
10081632,1033022,1023023
10081636,0013004,1133114
10081637,1111123,1111123
10081638,0012002,0012002
10081639,1143113,1143113
10081640,0013001,0011001
10081641,0122002,0122002
10081642,1133113,1133113
10081644,1133023,1133023
10081645,1033022,1033022
10081646,1123013,1123013
10081647,1043124,1043124
10081648,1043013,1043013
10081651,1033102,1033102
10081652,1111122,1111122
10081653,1143013,1143013
10081654,1033023,1033023
10081657,2013021,0013001
10081658,0012023,0011002
10081659,0133003,0133003
10081661,0043001,0043001
10081662,2133121,2133123
10081664,1033102,1033102
10081668,1013002,1013002
10081669,1042102,1043123
10081670,0022002,0022002
10081671,1033023,1033023
10081675,1123114,1123114
10081676,0133001,0133001
10081678,0013002,0013002
10081680,0033004,0033004
10081681,1111121,1111121
10081682,0043102,0043102
10081683,1132022,0132022
10081684,0033001,0033001
10081686,2011032,2011032
10081687,1033112,1022012
10081688,1032023,1012023
10081689,0032001,0032001
10081690,1133111,1133111
10081691,1033001,1033001
10081694,2033003,2033003
10081695,2041033,2011031
10081697,1143102,1131102
10081698,1133012,1133012
10081700,1113113,1113113
10081702,2143113,2143113
10081704,2013133,2013133
10081705,1143112,1143112
10081709,2022031,2022031
10081710,1011021,1111021
10081711,1133113,1133113
10081713,1123022,1123022
10081714,1133123,1133123
10081715,2033132,2033132
10081718,1113013,1113013
10081721,1033102,1033102
10081723,1023123,1023123
10081725,0113002,0113002
10081726,1113113,1113113
10081728,1011021,1011021
10081729,1033102,1033102
10081730,0111003,0011002
10081731,1113123,1113123
10081732,2021002,2021002
10081733,1123012,1123012
10081734,1133122,1133112
10081740,1013114,1013114
10081741,0133104,0133104
10081743,1132103,1132103
10081744,1133112,1133112
10081745,1023122,1033022
10081746,1112121,1112121
10081748,0013002,0013002
10081750,1113032,1033002
10081752,1143102,1143102
10081753,0133001,0133001
10081754,0013002,0013002
10081755,2133021,1011001
10081757,1133103,1133123
10081759,1123112,2143124
10081760,0011003,0011003
10081762,0011001,0011001
10081763,1012121,1011121
10081764,1013002,1013023
10081768,1033112,1033112
10081771,0011002,0011002
10081772,1013013,1013013
10081774,2013123,0013001
10081775,1123123,1123123
10081777,0112023,0112023
10081779,1033013,1033013
10081780,2033101,2033101
10081781,1022023,1022023
10081782,0011002,0011002
10081783,1043014,1043014
10081784,0013003,0013003
10081785,1111022,1111113
10081786,1133111,1013113
10081788,2023123,2023123
10081791,1032022,1032022
10081792,1033021,0033101
10081794,1133123,1133123
10081795,0033001,0033001
10081796,1133111,1133111
10081797,1113123,1113123
10081798,1043123,1043123
10081800,1133102,1133102
10081802,2022032,2022032
10081803,0033002,0033002
10081805,0011002,0011002
10081806,1133103,1133013
10081808,1033012,1022022
10081810,1143123,1143123
10081811,1111121,1111121
10081813,0033002,0033002
10081814,1111123,1111123
10081815,1023021,1023021
10081817,0111001,0111001
10081819,0012001,0012001
10081823,0022002,0023002
10081825,2012113,2032113
10081827,1143022,1133011
10081828,2033032,2033032
10081829,2112032,2112032
10081830,1133023,1133023
10081831,1133113,1133113
10081833,0013002,0012002
10081835,1011023,2011031
10081836,1113123,1113123
10081837,1033102,1033102
10081838,1133123,1133123
10081841,0011001,0011001
10081842,2132101,2132101
10081843,1012022,1022022
10081845,1143102,1143102
10081846,1033102,1033102
10081847,1143123,1143123
10081848,1133121,1133121
10081851,1133102,1133102
10081854,0011002,0011002
10081855,0033003,0033003
10081856,1033012,1033012
10081858,0043004,0043004
10081859,0033001,0033001
10081863,1143114,1143114
10081865,1122011,1122011
10081867,1133123,1133123
10081868,0133011,0133011
10081869,1033013,1033013
10081870,1031021,1011021
10081875,1043114,1043114
10081876,1033023,1033023
10081877,0013001,0013001
10081878,2013002,2013002
10081879,1121102,2022102
10081880,1133122,1133122
10081881,1011012,2011032
10081882,1033102,1033102
10081883,1122121,1122121
10081885,1122112,1122112
10081886,1112121,1112121
10081887,1112123,1112123
10081888,0123031,2132131
10081891,1011023,1011023
10081892,1133112,1133111
10081893,1033013,1033013
10081894,0042002,0042002
10081895,1033112,1033112
10081896,1023022,1023022
10081897,2111131,2111131
10081898,1011101,1011101
10081900,1011021,1011021
10081903,0122002,0122002
10081907,1033013,1033013
10081908,1113121,1012111
10081909,1033101,1033101
10081911,1122111,1133111
10081913,1033022,1033022
10081915,2143112,2143112
10081917,0011002,0011002
10081918,0033001,0033001
10081919,1143113,1033023
10081921,2133113,2133123
10081922,1032123,1032123
10081923,2133103,2133103
10081925,1042021,1122011
10081926,1033022,1033022
10081928,0012002,0012002
10081929,0113001,0113001
10081930,1112122,1112122
10081931,0111112,0111112
10081932,1113021,1113021
10081933,2033001,2033001
10081936,1033102,2133002
10081937,0012003,0012003
10081939,2043123,2043123
10081940,0013001,0011001
10081942,1122122,1122122
10081943,2133023,2133023
10081944,2033132,2033032
10081945,1123013,1123012
10081946,2111102,2111102
10081947,1023122,1033113
10081950,1113023,1113023
10081951,0113023,0113023
10081953,1022101,1022101
10081954,1033123,1033123
10081955,2033022,2033022
10081956,1022003,1022023
10081957,1123112,1123112
10081958,1011112,1011112
10081961,0112002,0112002
10081963,1133013,1133013
10081964,1133002,1133002
10081965,1033002,1023002
10081968,1123122,1123122
10081970,2013032,2013032
10081971,1112113,1112113
10081972,0012001,0012001
10081973,1133123,1133123
10081974,1033023,1033023
10081975,2012121,2012121
10081976,2113131,2113131
10081978,1122124,1122124
10081979,0012002,0012002
10081980,1122011,1122121
10081981,1143102,1143102
10081982,2043031,2043031
10081983,1122123,1122123
10081984,1033023,1033023
10081986,2032103,2032103
10081987,0111002,0111002
10081989,0033002,1043012
10081990,1023113,1023113
10081991,2143134,2143134
10081992,1122114,1122114
10081995,1111121,1111122
10081996,0122002,0122002
10081997,1133122,1012021
10082003,1033123,1033123
10082004,2011102,2011102
10082005,1033104,1033104
10082007,1023012,1023012
10082012,0012002,0012002
10082013,1133021,1033021
10082015,1033012,1033012
10082016,1033004,1033004
10082017,2111031,2111031
10082021,0011002,0011002
10082024,1033014,1033014
10082025,1143102,1143102
10082026,1033023,1033023
10082027,0113003,0113003
10082028,1112133,2012033
10082029,0011002,0011001
10082031,1032013,1032013
10082032,1033113,1033113
10082033,1023122,1023022
10082034,1043023,1043023
10082035,0123022,0123022
10082037,1133011,1133011
10082038,2111131,2111131
10082042,0011003,0011003
10082044,1132012,1122012
10082045,1023023,1023023
10082046,1033012,1033012
10082049,0013002,0013002
10082050,1133112,1133112
10082051,1111021,1111021
10082056,0011002,0011002
10082057,2112102,2112102
10082059,1123122,1123122
10082061,1023102,1023102
10082066,2133102,2133102
10082067,1033013,1043113
10082069,1023003,1133123
10082070,1043111,1043111
10082072,2132102,1132002
10082073,0013002,0011002
10082074,0112002,0112002
10082076,2111012,0011012
10082077,0011001,0011001
10082078,1112123,1112123
10082080,1133123,1133123
10082081,0133102,0133102
10082084,0012002,1033021
10082086,1133002,1133002
10082088,1033022,1033022
10082090,1143113,1033023
10082091,1133123,1133121
10082092,1043002,1043002
10082093,2133023,2033033
10082095,2011031,2011031
10082096,0011003,0011003
10082098,1033013,1033013
10082100,2033031,2033031
10082101,1133022,1133022
10082102,2022002,2022002
10082103,1033022,1033022
10082104,2033013,2033013
10082106,0033012,0033012
10082107,1033101,1033101
10082108,1133102,1133102
10082109,0013001,0013001
10082110,0012021,0012021
10082111,1133113,1133113
10082112,0133001,0133001
10082113,0123123,0123123
10082114,1113011,1113011
10082115,0033002,0033002
10082121,0113123,0113123
10082122,1133014,1133014
10082124,1143014,1143014
10082125,2133102,2133102
10082126,2011021,2011021
10082128,1132121,2133122
10082129,2033123,2033123
10082130,1123123,1123123
10082131,2022031,2122124
10082132,0022002,0022002
10082135,1133112,1032112
10082136,0033002,0033002
10082137,1022002,1022002
10082139,1112113,1113123
10082141,2123113,2123113
10082143,1033113,1133102
10082144,1112123,1112123
10082145,1143103,1143103
10082150,0011002,0011002
10082151,1123123,1123123
10082152,2123032,2123032
10082153,1043023,1043023
10082154,1012113,1012113
10082155,1122121,1122121
10082157,1033113,1033113
10082159,1133121,1133121
10082163,0122023,0122002
10082164,0011002,0011002
10082165,1133002,1133002
10082167,1143113,1143113
10082169,1032122,1032122
10082170,2033011,2033011
10082172,2132022,2031032
10082173,0033001,0033001
10082174,1111121,1111121
10082176,2023032,2023032
10082177,1043124,1043124
10082178,1033012,1033012
10082179,0033022,0033022
10082182,1133023,1133023
10082183,0033003,0133003
10082184,1033011,1033011
10082185,1033023,1033023
10082187,1133123,1133123
10082189,0043004,0043004
10082190,1011021,1011021
10082191,1122112,1122112
10082192,1033103,1033103
10082195,1033121,2033022
10082197,1133112,1133112
10082198,2143002,2143022
10082199,2023022,2023022
10082201,1011014,1011014
10082205,1113022,1113022
10082206,2133123,2133123
10082208,1123123,1123123
10082211,1023102,1023102
10082213,1023114,1023114
10082215,1023122,1023122
10082217,1012013,1012013
10082218,1011023,1011023
10082219,1133113,1133113
10082221,2132112,2112113
10082222,1033123,1033102
10082226,1143104,1143104
10082228,0012002,0012002
10082230,0013003,0013003
10082233,1133112,1133112
10082234,0011024,0011024
10082236,2112112,2112112
10082237,1013123,2033113
10082238,1013012,1013012
10082239,2111021,2111032
10082240,0023022,0023022
10082241,1133102,1133102
10082242,2033023,2033023
10082243,1112132,1112122
10082244,1132123,1132123
10082248,1012121,1012121
10082251,0023002,0023002
10082253,1012023,1012021
10082254,1112021,1112021
10082255,1012023,1012023
10082256,1143112,1143112
10082259,1143003,1143002
10082260,1043113,1043113
10082262,1133111,1133111
10082263,1133121,1133121
10082264,1012013,1012022
10082265,0111002,0111002
10082266,1133112,1133022
10082268,1012122,1012122
10082270,1111121,1111121
10082271,1113113,1113113
10082272,1113123,1113122
10082273,0143003,0143003
