customer_ID,group_size,homeowner,car_age,car_value,risk_factor,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost,age_average
10003892,1,1,8,4,1,0,3,7,1,0,3,3,1,2,3,655,66
10003893,1,1,12,5,0,0,3,2,0,1,1,3,0,0,2,618,22
10003894,1,0,10,4,0,0,3,8,1,1,2,3,1,1,2,668,24
10003895,1,0,2,4,1,0,3,4,1,0,2,2,0,1,3,610,27
10003896,1,0,4,5,0,0,1,3,2,0,1,3,1,3,1,687,75
10003897,1,1,9,4,2,0,3,12,1,1,3,3,1,0,2,592,28
10003898,1,1,9,5,0,0,3,8,1,1,3,3,1,1,2,637,55
10003899,1,0,4,5,0,0,3,15,1,0,3,2,1,2,2,627,51
10003900,1,1,10,6,3,0,3,15,1,0,3,2,1,0,3,681,46
10003901,1,1,7,7,1,0,1,7,1,0,1,2,0,2,2,620,24
10003903,1,1,5,6,0,0,3,8,1,1,3,3,1,1,3,604,22
10003904,1,0,9,4,0,0,3,3,1,0,2,2,0,2,1,663,20
10003905,1,0,7,7,4,0,4,15,2,0,3,2,0,1,2,614,52
10003907,1,1,8,6,3,0,2,15,1,0,2,2,1,1,3,573,59
10003908,2,1,9,6,0,1,2,1,0,1,3,3,0,0,3,583,46.5
10003909,2,1,20,4,2,1,3,14,0,0,3,3,0,0,2,637,37
10003911,2,1,15,4,0,1,1,4,0,1,1,1,0,0,1,618,41.5
10003912,1,0,17,6,4,0,3,1,0,0,3,1,0,0,2,681,39
10003913,3,0,12,6,4,0,2,2,1,1,1,1,1,2,1,681,45
10003914,1,0,5,7,0,0,4,3,1,0,2,3,0,2,1,616,40
10003915,1,1,8,8,0,0,3,2,2,1,3,3,1,1,3,687,60
10003917,1,1,7,6,1,0,4,8,1,0,4,2,1,2,3,645,62
10003918,1,0,1,8,1,0,4,3,2,1,2,3,1,0,4,669,23
10003919,1,0,1,6,2,0,3,0,2,1,2,3,1,0,2,688,26
10003921,2,0,23,3,4,0,2,1,0,1,2,2,0,0,2,667,26.5
10003925,1,0,12,5,1,0,3,8,1,1,3,3,1,2,3,647,25
10003926,1,1,2,6,1,0,3,9,1,1,3,3,1,0,2,586,75
10003928,1,1,15,5,3,0,3,9,0,1,3,3,0,0,3,625,40
10003929,1,0,8,6,0,0,4,2,1,0,1,2,1,2,1,684,24
10003930,2,1,21,4,2,1,3,13,0,0,3,3,0,0,2,599,75
10003931,2,1,2,6,1,1,3,11,1,1,3,3,1,0,1,693,59
10003934,1,0,5,5,2,0,3,4,1,1,3,3,1,1,3,639,75
10003936,1,0,1,6,4,0,3,8,1,0,3,3,0,0,2,702,25
10003939,1,0,11,6,0,1,3,3,0,0,1,1,0,1,2,648,59
10003942,3,1,6,7,2,1,3,6,1,1,3,3,1,1,1,639,34
10003943,1,1,1,5,2,0,1,6,1,0,3,3,0,1,4,630,35
10003944,1,1,1,5,0,0,3,5,1,0,3,3,0,1,3,657,23
10003945,1,1,7,4,1,0,2,15,2,1,2,2,1,2,3,649,75
10003946,1,1,15,7,0,0,3,3,1,0,3,3,1,1,3,628,53
10003947,1,0,2,6,2,0,NA,6.09394972975809,1,1,3,3,1,1,2,646,48
10003948,1,1,19,5,0,0,3,9,0,1,3,2,0,0,4,569,47
10003949,2,1,7,6,3,1,2,3,1,1,2,2,1,2,3,675,32.5
10003950,1,1,7,7,4,0,1,5,1,1,1,1,1,2,2,605,31
10003951,1,1,3,5,3,0,4,4,1,0,4,3,0,2,4,620,52
10003954,1,0,4,5,0,0,3,1,1,0,1,2,0,2,1,700,24
10003955,1,1,4,5,0,0,3,1,1,1,3,3,1,0,1,632,50
10003956,1,0,11,5,0,0,1,3,0,0,2,2,0,0,1,597,28
10003957,1,0,1,7,4,0,3,3,1,0,3,3,1,1,2,591,36
10003958,1,1,17,4,1,0,3,9,0,0,3,3,0,0,3,575,25
10003959,2,0,3,6,0,1,3,6,1,0,3,2,0,2,2,671,25.5
10003960,2,0,11,5,4,1,4,4,1,1,2,3,1,1,1,613,21
10003961,1,0,7,4,0,0,2,6,2,1,1,1,0,1,1,659,21
10003962,1,1,14,5,4,0,1,2,0,0,1,1,0,0,2,568,48
10003967,1,0,3,5,0,0,1,3,2,0,1,1,0,3,1,674,35
10003970,1,1,4,5,1,0,3,7,1,1,3,3,1,0,2,586,69
10003972,2,1,2,6,1,1,3,15,1,0,3,3,1,0,2,588,68
10003973,2,0,3,6,0,1,1,4,1,1,3,3,0,1,3,655,52.5
10003974,2,1,17,4,4,1,3,3,0,0,1,1,0,0,2,657,62.5
10003978,1,1,9,6,0,0,1,5,1,0,2,2,0,2,2,628,20
10003980,1,1,6,4,2,0,1,15,1,0,1,1,1,2,4,695,74
10003984,1,1,17,6,2,0,3,5,1,0,3,3,0,1,2,569,58
10003985,2,1,1,4,3,1,4,1,1,1,4,3,0,1,3,629,71.5
10003986,2,1,7,5,2,1,3,6,1,0,2,2,0,2,3,600,52.5
10003995,1,1,5,5,3,0,4,5,2,1,3,3,0,2,3,594,22
10003998,1,0,0,6,4,0,2,5,1,0,2,3,0,2,3,636,25
10003999,1,0,6,7,0,1,1,1,2,0,1,1,0,3,1,719,31
10004001,1,1,9,4,0,0,4,11,0,0,2,2,0,0,1,573,26
10004002,1,0,13,7,0,0,3,2,1,1,3,3,0,0,1,651,56
10004003,1,0,3,5,2,0,1,4,1,0,1,3,1,1,3,700,28
10004005,1,0,4,5,1,0,4,15,2,0,4,3,1,0,4,691,63
10004006,1,0,0,4,0,0,3,5,2,1,3,3,0,2,2,684,26
10004009,1,0,6,6,3,0,3,4,2,0,1,2,0,2,2,672,20
10004010,1,1,5,6,1,0,3,3,1,1,3,3,1,0,2,627,75
10004011,2,1,8,6,3,1,3,5,2,1,3,3,1,3,2,581,50.5
10004012,1,0,1,5,0,0,2,2,2,0,1,3,0,3,2,772,22
10004014,1,1,12,5,0,0,4,1,0,1,1,1,0,0,2,602,28
10004015,1,1,15,4,4,0,1,4,0,0,1,3,0,0,1,623,52
10004016,2,0,25,7,2,1,1,0,0,0,1,1,0,0,2,637,46
10004018,1,0,16,4,1,0,3,9,0,0,3,3,0,1,3,579,25
10004019,1,0,2,5,3,0,4,6,2,1,2,3,1,3,2,641,41
10004021,1,1,12,5,0,1,3,3,1,0,3,3,0,1,2,614,45
10004022,2,1,11,5,0,1,4,15,1,0,4,3,0,1,2,612,62.5
10004025,2,1,4,8,0,1,3,7,1,1,3,3,1,1,3,651,36.5
10004030,1,1,11,7,0,0,2,2,2,0,2,2,0,2,2,646,57
10004031,1,1,1,6,2,1,1,2,2,1,3,3,1,2,3,599,47
10004032,1,0,13,4,4,0,2,3,0,0,2,2,0,0,1,609,22
10004033,1,1,7,5,1,0,1,4,1,1,2,3,1,2,4,673,45
10004034,2,1,0,8,0,1,1,3,1,0,1,1,1,2,2,681,53.5
10004036,2,1,1,7,1,1,3,11,1,1,4,3,1,0,3,676,40.5
10004037,1,0,8,7,4,0,1,4,1,1,2,2,1,2,2,682,32
10004038,1,0,3,6,0,0,1,1,2,1,1,3,1,2,2,705,21
10004039,1,1,4,7,3,0,3,3,2,0,2,3,0,1,3,654,36
10004040,1,0,13,5,2,0,4,9,1,1,4,3,1,0,2,642,28
10004041,2,1,1,5,2,1,3,15,1,1,3,3,0,2,3,577,63.5
10004043,1,1,9,6,1,0,3,2,0,0,3,3,0,0,2,641,55
10004045,1,1,10,5,0,0,1,15,1,0,1,2,0,2,3,588,53
10004046,1,0,11,6,0,0,1,0,0,0,1,2,0,0,1,598,29
10004050,1,1,7,5,2,0,1,1,1,0,1,1,0,2,1,634,26
10004051,1,1,13,5,0,0,1,2,0,1,1,1,0,0,2,565,23
10004052,1,0,13,5,0,0,3,5,1,0,3,3,0,1,3,682,23
10004053,1,0,15,6,4,0,1,1,0,1,2,2,0,0,1,592,22
10004055,1,0,2,6,4,0,1,3,1,1,1,2,1,1,2,669,42
10004057,1,1,10,5,4,0,3,4,1,0,4,3,0,2,4,593,40
10004059,1,1,8,9,3,0,3,4,0,0,2,3,0,0,2,639,48
10004060,3,1,2,5,3,0,1,3,2,0,1,2,1,3,3,773,32
10004061,1,1,6,6,2,1,3,2,2,1,3,3,1,1,1,578,41
10004063,1,1,7,5,2,0,3,9,1,0,3,3,1,2,3,640,67
10004064,2,1,6,5,0,1,2,3,1,0,2,3,0,2,1,628,23.5
10004065,2,1,5,7,2,1,3,9,1,0,3,3,0,2,3,591,40.5
10004067,1,1,14,5,0,0,3,1,1,1,3,3,0,2,2,650,23
10004069,1,1,17,7,3,0,3,5,0,1,3,3,0,0,4,590,39
10004070,1,0,2,5,0,0,1,1,2,0,1,2,0,1,4,645,45
10004071,1,1,2,4,2,0,3,2,1,0,3,2,0,2,1,655,25
10004072,1,0,16,5,3,0,1,1,0,1,1,1,1,2,2,669,57
10004075,1,1,10,5,3,0,3,3,1,1,2,3,0,1,2,644,18
10004078,1,0,12,6,0,0,3,8,0,1,1,3,0,2,1,629,26
10004079,1,1,21,4,0,0,2,3,0,0,2,2,0,0,1,580,66
10004080,1,0,8,5,0,0,2,4,1,1,2,3,1,1,3,651,32
10004081,1,1,13,5,1,1,3,15,0,0,3,3,0,1,3,581,67
10004082,1,0,12,5,0,0,2,1,1,0,2,2,0,2,2,654,32
10004083,1,0,3,5,0,0,3,2,2,1,2,3,1,3,2,676,25
10004085,1,1,4,4,3,0,3,1,2,0,3,3,0,2,4,649,53
10004086,1,1,14,5,4,0,1,2,0,1,1,1,0,0,1,549,59
10004089,1,0,8,6,4,0,3,4,1,1,3,3,1,2,3,667,33
10004090,1,0,14,6,0,0,2,7,0,0,2,3,0,0,2,570,39
10004091,2,1,3,7,3,1,4,15,1,0,4,3,0,1,1,618,71.5
10004093,1,0,2,4,3,0,3,1,2,0,3,2,1,0,1,691,27
10004094,1,1,7,5,3,0,1,1,1,1,1,1,1,1,1,708,22
10004097,2,1,7,7,3,0,4,0,0,0,4,3,0,0,2,618,34.5
10004098,1,0,10,7,4,0,3,9,1,1,3,3,0,2,2,610,32
10004099,1,0,9,6,3,0,2,9,1,0,2,2,0,0,2,665,42
10004101,1,1,13,4,0,0,2,9,1,0,3,3,1,0,1,653,54
10004104,1,1,6,7,0,0,2,15,2,0,2,2,0,2,2,654,44
10004107,1,0,8,7,0,0,2,0,0,1,2,2,0,0,2,585,66
10004108,2,1,1,6,1,1,3,9,2,1,3,3,1,0,1,694,39.5
10004109,2,0,2,7,0,1,2,7,2,1,2,2,1,1,1,652,46.5
10004110,1,0,12,5,0,0,1,2,0,0,1,1,0,0,2,635,28
10004112,2,1,4,7,2,1,3,15,2,0,4,3,1,1,3,578,66.5
10004113,1,1,9,7,0,0,1,2,1,1,1,3,0,1,2,649,27
10004114,1,0,13,4,3,0,4,4,1,1,3,3,1,1,3,710,20
10004115,2,1,6,8,2,1,4,10,1,1,4,3,1,2,4,634,72.5
10004116,1,1,1,5,4,0,1,5,1,1,2,3,1,2,4,613,28
10004118,1,1,6,8,3,0,3,5,1,0,3,2,1,2,4,627,75
10004119,1,0,12,6,0,0,3,1,2,0,3,3,0,2,3,683,20
10004120,1,0,22,3,0,0,1,5,0,1,1,1,0,0,3,591,52
10004122,1,1,17,8,0,0,1,2,0,0,2,3,0,2,2,645,72
10004124,1,0,8,7,0,0,2,5,1,1,3,3,1,2,2,626,22
10004125,1,1,2,8,1,0,3,2,2,0,3,3,1,3,3,611,62
10004126,2,1,3,7,1,1,3,3,1,1,3,3,1,0,2,671,35.5
10004127,1,1,2,5,0,0,2,2,1,1,1,1,0,2,3,652,29
10004128,1,0,3,5,3,0,3,9,2,0,3,3,1,3,3,697,53
10004129,2,1,9,6,4,1,3,8,1,1,3,3,1,2,3,643,70
10004131,2,1,2,4,2,1,1,14,2,0,2,3,1,3,3,565,33
10004132,1,1,12,5,2,0,3,10,1,0,3,3,1,1,2,596,73
10004134,2,1,7,5,2,1,3,2,1,0,3,3,0,1,2,567,57.5
10004135,1,0,12,6,4,0,2,11,1,1,2,3,0,0,2,638,31
10004136,1,1,9,4,0,0,3,5,1,0,1,1,0,1,2,656,23
10004137,1,0,19,5,0,0,NA,6.09394972975809,0,0,2,2,0,0,1,591,53
10004138,1,1,2,7,3,0,2,2,1,0,2,3,1,2,1,584,42
10004139,2,0,16,3,0,1,2,9,0,0,2,2,0,0,1,587,65.5
10004140,1,0,3,7,0,0,3,5,1,0,3,3,1,1,2,686,27
10004141,1,0,3,4,1,0,2,2,1,1,2,2,1,2,4,609,25
10004142,1,1,1,7,1,0,4,14,1,0,4,3,1,2,4,703,75
10004143,1,1,1,4,0,0,3,3,2,0,1,3,0,3,1,677,43.5
10004144,1,1,1,6,0,0,1,1,1,1,2,2,1,2,2,681,30
10004146,2,1,10,6,1,1,3,10,1,1,3,3,0,1,3,609,73.5
10004147,1,0,8,6,0,0,2,0,1,0,2,3,0,2,1,650,25
10004148,1,0,13,5,0,0,4,6,0,0,2,3,0,0,1,618,23
10004149,2,1,1,6,1,0,NA,6.09394972975809,2,1,1,1,1,0,2,706,67.5
10004151,2,0,13,5,2,1,3,3,1,1,3,3,1,2,3,610,75
10004153,1,0,13,5,0,0,2,1,0,0,2,2,0,0,2,612,21
10004154,1,0,9,6,3,0,4,10,1,0,3,3,1,2,3,685,30
10004156,1,0,14,6,4,0,2,3,1,0,2,2,0,2,2,638,34
10004157,2,1,16,4,2,0,1,6,0,0,2,2,0,0,3,600,38
10004158,1,0,8,4,0,0,1,6,1,0,1,1,1,0,1,671,47
10004159,1,1,9,6,2,0,2,15,1,1,2,2,1,1,2,569,65
10004160,2,1,14,6,4,1,3,2,1,1,3,3,0,2,3,639,55.5
10004161,1,0,7,4,0,0,2,9,2,0,2,3,0,1,3,648,25
10004162,2,0,1,8,0,1,2,5,1,0,2,3,0,1,1,657,26.5
10004163,1,1,12,4,1,0,1,6,0,0,1,3,0,0,4,605,26
10004164,4,0,0,7,4,1,1,2,2,0,1,1,0,1,1,676,35.5
10004166,1,1,9,7,4,0,3,15,2,1,3,3,1,1,3,617,74
10004168,1,1,3,5,4,0,3,3,1,1,3,3,1,2,2,608,26
10004171,1,1,9,6,2,0,3,15,1,1,3,3,1,0,2,629,57
10004173,1,1,9,6,1,0,3,4,1,1,3,3,0,0,2,571,49
10004175,1,0,7,6,2,0,3,11,1,0,3,3,1,1,3,599,65
10004176,1,1,17,3,0,1,3,3,1,1,2,2,1,2,2,635,45
10004177,1,1,11,5,0,0,1,3,0,0,1,3,0,0,2,659,47
10004178,1,0,1,4,4,0,3,6,2,0,2,2,0,3,3,671,23
10004180,1,1,20,5,0,0,1,4,0,0,1,1,0,0,1,617,41
10004181,1,0,7,6,1,0,4,4,1,1,3,3,1,1,3,621,72
10004182,2,1,7,8,3,1,3,3,1,0,3,3,0,2,4,646,30.5
10004183,1,1,13,6,0,0,3,5,1,1,3,3,1,1,3,636,44
10004185,1,1,2,7,0,0,2,1,1,1,3,3,1,1,3,652,28
10004186,1,1,22,6,0,0,3,15,0,1,3,3,0,1,3,607,54
10004188,1,0,1,4,0,0,1,2,2,0,2,2,0,2,3,693,22
10004189,1,1,5,6,4,0,4,15,2,1,4,3,1,2,3,604,56
10004190,1,0,6,6,0,0,1,1,1,1,1,1,0,2,1,673,65
10004191,3,1,11,4,4,1,1,0,2,1,1,1,0,1,3,655,35
10004193,1,0,4,6,4,0,1,3,1,1,1,2,0,2,3,650,22
10004194,1,1,7,6,0,0,4,1,2,0,4,3,0,3,2,602,58
10004197,1,0,1,5,4,0,1,5,1,1,3,3,1,2,1,681,23
10004198,1,1,6,4,2,0,3,12,1,0,3,3,1,1,3,646,52
10004204,1,0,1,6,4,0,3,8,1,1,3,3,0,2,2,589,23
10004207,2,1,16,5,1,1,3,2,0,1,3,3,0,0,2,566,63.5
10004208,1,1,3,7,3,0,4,1,1,1,4,3,1,1,1,594,65
10004209,1,0,23,5,2,0,1,3,0,0,2,2,0,0,2,664,35
10004211,1,1,17,8,4,0,1,1,0,1,1,1,0,0,1,602,30
10004214,1,0,16,5,0,0,1,3,0,0,1,1,0,0,2,609,55
10004215,1,1,14,5,4,0,3,1,1,1,3,3,1,0,2,669,36
10004216,1,1,1,7,2,0,3,5,2,0,3,3,1,0,1,684,25
10004217,1,0,5,5,0,0,2,1,1,0,2,3,1,1,2,618,35
10004218,2,1,20,5,3,1,1,15,1,1,1,3,0,2,2,551,30
10004220,1,0,1,5,2,0,4,5,1,1,4,3,1,2,4,701,22
10004221,1,1,1,7,0,0,3,7,1,0,3,3,0,2,1,629,65
10004222,1,0,10,6,0,0,1,2,1,1,1,2,1,1,3,667,24
10004224,1,0,5,5,2,0,4,9,1,1,3,3,1,0,2,619,24
10004225,1,0,5,6,4,0,1,1,2,0,1,3,1,1,3,650,26
10004227,2,1,9,7,3,1,3,15,1,0,3,3,0,2,1,589,52
10004228,1,0,14,6,3,0,4,4,0,0,1,1,0,0,2,598,20
10004231,1,0,6,8,0,0,1,14,1,0,1,1,1,1,2,692,33
10004233,2,1,8,6,0,0,3,2,0,0,3,3,0,2,2,665,33
10004235,1,0,6,5,4,0,3,12,1,0,3,3,0,2,3,601,45
10004236,1,0,15,4,0,0,1,1,0,0,1,2,0,0,2,631,46
10004237,1,0,8,5,2,0,2,2,0,0,1,3,0,0,3,672,31
10004238,1,0,6,5,1,0,3,9,1,0,3,2,0,1,2,590,63
10004239,1,1,15,7,0,1,1,1,0,1,1,3,0,0,2,606,56.5
10004240,1,1,19,5,0,0,1,1,0,1,1,3,0,0,2,576,30
10004242,1,0,10,4,4,0,2,3,0,0,1,1,0,2,1,635,49
10004243,1,1,11,5,0,0,4,4,2,1,4,3,1,3,2,599,43
10004245,1,1,12,6,3,0,3,2,0,0,3,3,0,0,3,711,19
10004246,1,0,0,6,4,0,2,9,2,1,3,3,1,2,3,626,27
10004247,1,0,3,4,0,0,3,2,1,0,1,3,1,2,1,713,21
10004248,1,0,13,4,3,0,4,4,2,1,2,3,1,3,3,675,23
10004249,1,0,6,5,2,0,1,6,1,1,1,1,0,2,3,625,21
10004250,1,1,4,5,2,0,3,10,1,1,3,3,1,0,4,634,38
10004251,1,1,16,6,2,0,2,15,0,1,2,2,0,0,2,596,75
10004253,1,0,6,4,4,0,1,1,1,0,1,1,1,2,2,681,40
10004254,1,0,10,6,0,0,1,10,1,1,1,1,1,1,2,675,65
10004255,2,1,2,6,4,1,3,3,2,1,3,3,1,1,3,616,70
10004256,1,0,7,4,0,1,3,4,1,1,3,3,1,1,3,669,60.5
10004258,1,0,13,8,4,0,1,5,1,0,2,2,1,2,1,646,60
10004259,1,1,19,3,2,0,3,6,0,0,3,3,0,0,1,579,71
10004260,1,1,8,8,1,1,NA,6.09394972975809,1,0,1,1,0,0,2,695,59.5
10004261,2,1,2,7,3,1,4,7,2,1,4,3,1,2,1,575,36.5
10004264,2,1,4,5,0,0,3,0,1,1,3,3,1,2,4,669,29.5
10004267,1,1,16,5,1,0,3,6,0,0,3,3,0,0,2,613,75
10004268,1,1,2,7,0,0,1,6,2,0,1,1,0,1,1,642,55
10004269,2,1,2,6,1,1,4,2,2,0,4,3,0,3,3,600,74.5
10004271,1,0,2,4,2,0,3,3,1,0,2,2,0,1,3,653,24
10004273,1,1,8,5,0,0,3,4,2,1,2,2,1,2,2,596,73
10004276,2,1,4,5,3,1,2,6,1,0,2,2,1,2,3,634,74
10004277,1,0,9,5,4,0,3,3,2,0,2,3,1,3,3,730,26
10004278,1,0,8,5,1,0,1,15,2,0,1,3,0,3,3,593,52
10004280,2,1,22,4,0,0,3,2,1,0,3,3,0,1,1,634,28
10004283,1,1,8,6,1,0,3,15,2,1,3,3,1,0,2,682,61
10004284,1,0,10,6,1,0,4,4,2,0,3,3,1,0,3,766,21
10004287,1,1,20,5,3,0,1,1,0,1,1,1,0,0,1,626,26
10004288,2,1,7,6,1,1,3,15,1,1,3,3,1,1,4,625,61
10004289,1,0,8,7,4,0,1,4,0,0,1,2,0,0,2,622,23
10004290,1,0,2,6,0,0,1,3,2,1,2,3,1,2,1,626,37
10004291,1,0,8,5,3,0,4,14,1,0,4,3,0,0,3,655,58
10004295,1,1,7,4,1,0,3,10,1,1,3,3,1,2,3,657,26
10004296,1,0,2,7,0,0,3,0,2,0,3,3,1,0,1,624,47
10004297,1,1,2,5,2,0,3,9,1,0,3,3,1,0,2,600,54
10004301,1,1,5,5,4,0,3,8,1,0,3,3,1,2,2,610,75
10004302,1,1,1,7,2,0,1,1,1,1,2,3,1,2,1,660,26
10004304,2,0,12,3,4,0,1,4,1,0,1,1,0,2,1,679,29.5
10004305,1,0,7,6,0,0,1,0,1,1,1,1,1,2,1,668,27
10004306,3,1,9,7,0,1,4,4,1,1,4,3,1,2,3,664,30
10004312,1,0,14,4,3,0,3,1,2,0,3,3,1,1,3,637,52
10004314,1,1,7,7,0,0,3,2,1,0,3,3,1,1,2,690,45
10004316,2,1,9,5,1,1,3,15,1,0,4,3,1,1,3,591,64
10004322,1,1,5,7,0,0,1,15,2,1,1,3,1,3,1,723,69
10004323,1,0,10,7,0,0,3,4,1,1,3,3,1,2,2,622,32
10004324,1,0,15,4,0,0,3,0,0,0,3,3,0,0,2,582,61
10004325,1,1,18,8,0,0,3,4,0,0,3,3,0,0,1,606,48
10004326,1,0,1,6,4,0,3,3,1,0,3,3,0,2,3,665,24
10004327,2,1,8,6,4,1,2,9,1,1,2,2,1,1,4,599,58
10004328,1,1,5,4,0,0,1,4,1,0,1,2,1,2,2,682,35
10004329,2,1,15,5,0,1,4,10,0,1,4,3,0,0,2,546,26.5
10004330,1,1,10,5,0,0,3,15,1,0,3,3,0,1,2,576,54
10004332,1,0,2,5,0,1,3,2,2,1,3,3,0,2,3,628,35.5
10004334,1,0,16,5,3,0,3,4,0,0,2,3,0,0,1,622,21
10004335,1,0,13,5,0,0,1,1,0,0,2,2,0,0,2,606,25
10004339,1,1,13,6,4,0,3,3,0,1,3,3,0,0,2,660,66
10004342,2,1,7,6,3,1,3,15,1,1,3,2,0,2,4,646,68
10004343,1,1,6,7,0,0,1,3,1,1,1,2,0,1,2,663,36
10004344,2,1,4,5,2,1,4,2,2,1,4,3,1,0,2,705,65
10004345,1,1,11,5,0,0,3,2,0,0,1,2,0,0,1,623,52
10004346,1,0,14,5,3,0,1,5,0,0,1,3,0,0,3,629,41
10004348,1,1,14,4,3,0,1,3,0,0,1,3,0,0,3,580,75
10004350,2,1,11,5,0,1,2,1,0,1,2,2,0,2,3,634,27.5
10004352,1,0,15,6,0,0,3,13,0,0,3,2,0,0,1,615,52
10004353,1,0,13,4,0,0,1,1,0,0,1,2,0,0,2,573,41
10004355,1,1,12,3,0,0,1,1,0,0,1,1,0,0,3,569,52
10004356,1,1,7,5,1,0,4,9,2,1,4,3,1,0,2,647,75
10004357,1,1,8,5,1,0,4,1,1,1,4,3,0,1,3,602,75
10004360,1,0,5,6,2,0,3,0,1,1,3,3,0,2,1,602,25
10004361,2,1,5,6,3,1,2,2,1,0,2,3,1,1,3,664,75
10004362,1,1,11,5,1,0,3,1,0,0,1,2,0,0,2,662,68
10004363,2,1,4,6,0,1,3,6,1,0,1,1,1,0,1,618,30.5
10004367,1,1,22,4,0,0,1,1,0,0,1,1,0,1,2,628,65
10004369,2,0,22,7,0,0,3,3,1,0,1,3,0,2,1,628,36.5
10004370,1,0,13,4,0,0,3,4,0,0,1,1,0,0,2,616,19
10004371,2,1,1,7,2,1,2,15,1,1,3,3,1,1,4,605,64
10004373,1,1,4,5,2,0,2,4,1,1,3,3,1,0,2,663,26
10004375,2,1,0,5,4,1,2,15,1,0,3,3,0,1,3,639,52.5
10004378,1,0,12,5,3,0,4,8,0,0,4,3,0,0,3,637,60
10004379,1,0,7,4,3,0,1,9,1,1,1,1,1,1,2,637,59
10004383,2,1,1,5,0,1,2,15,1,0,2,2,0,2,2,639,32
10004385,2,1,2,5,2,1,4,2,1,1,4,3,1,1,4,664,72
10004386,2,1,7,3,4,0,2,4,1,1,1,2,0,2,2,679,27
10004387,1,1,4,6,2,0,3,1,1,1,3,3,1,1,2,629,65
10004388,2,1,1,6,3,0,4,13,1,0,3,3,0,0,2,655,59
10004389,2,0,0,4,0,1,1,1,1,0,2,3,0,1,1,626,22.5
10004390,1,1,6,7,4,0,2,0,0,0,1,3,0,0,2,670,35
10004391,2,1,10,5,2,1,4,4,1,1,4,3,1,1,3,583,75
10004392,1,1,8,4,3,0,4,15,1,0,4,3,1,1,4,700,75
10004394,1,0,10,4,4,0,2,6,1,1,3,3,1,2,3,650,27
10004395,1,0,14,3,0,0,2,6,1,1,2,2,0,2,1,638,53
10004396,1,1,14,5,0,0,3,2,1,1,1,2,0,2,2,722,19
10004397,1,1,5,5,1,0,3,15,1,1,3,3,1,1,3,651,75
10004398,1,0,16,5,0,0,1,2,0,0,1,3,0,0,1,662,26
10004403,1,0,7,4,1,0,3,4,1,1,3,3,1,0,2,607,65
10004405,1,1,2,5,2,0,3,8,1,1,3,3,1,2,3,605,64
10004406,1,0,1,5,2,0,1,11,1,0,1,3,1,1,3,687,28
10004408,1,1,4,6,2,0,2,1,1,0,2,3,0,2,3,669,24
10004409,1,0,8,5,0,0,3,6,2,0,2,2,0,3,2,614,24
10004411,1,1,19,5,1,0,4,15,0,0,4,3,0,0,3,625,75
10004414,1,1,11,7,2,0,4,3,1,0,4,3,0,2,3,588,42
10004416,1,0,6,5,1,0,3,5,1,0,2,2,1,2,3,595,75
10004419,1,1,10,6,4,0,4,8,1,1,3,2,1,2,3,646,73
10004423,1,1,2,6,2,1,1,0,2,0,2,2,1,0,1,694,39.5
10004424,1,1,3,7,2,0,1,2,1,1,1,2,0,2,3,635,50
10004425,2,1,7,6,2,1,2,5,1,0,3,3,1,1,2,599,75
10004427,2,1,5,5,2,1,3,1,1,1,3,3,1,1,3,622,75
10004429,1,1,8,6,0,0,3,6,1,1,2,3,1,1,3,635,69
10004430,1,1,4,4,0,0,1,10,2,0,1,2,0,3,1,614,47
10004434,1,1,4,6,4,0,3,15,1,1,3,3,1,1,3,673,71
10004436,2,1,9,6,3,1,1,5,1,0,1,2,0,2,4,634,43
10004438,1,1,7,5,1,0,1,4,1,0,1,3,0,1,3,596,42
10004439,1,0,3,4,4,0,1,10,1,1,1,2,1,2,1,679,41
10004440,1,0,1,6,4,0,1,0,2,1,1,1,1,2,3,681,26
10004441,1,1,3,7,1,0,4,10,1,1,4,3,1,2,3,620,75
10004452,1,0,7,5,3,0,3,4,1,0,3,3,0,1,2,609,44
10004454,1,0,1,6,0,0,3,3,1,1,3,3,0,2,4,694,38
10004456,1,0,11,5,0,0,4,4,1,0,3,3,0,2,2,638,27
10004458,1,0,11,4,0,0,1,7,0,0,1,3,0,0,3,565,65
10004460,1,0,9,5,0,0,2,1,2,0,2,2,0,3,2,665,38
10004461,2,0,19,7,0,1,1,2,1,0,1,2,0,2,1,666,28
10004463,1,1,5,7,2,0,3,15,1,0,4,3,1,1,2,588,65
10004466,1,1,9,5,0,0,2,6,1,1,2,2,1,2,3,671,35
10004468,1,1,24,4,1,0,3,5,0,0,3,2,0,0,3,608,65
10004469,1,0,14,5,0,0,3,6,0,0,3,3,0,0,1,656,21
10004470,1,1,1,7,0,0,4,2,1,0,3,3,1,1,2,631,46
10004471,1,1,3,8,0,0,3,2,1,0,3,3,0,2,2,689,34
10004472,1,0,17,5,3,0,1,3,0,0,1,1,0,0,1,576,32
10004474,1,1,9,4,0,0,1,2,1,1,1,1,1,2,1,680,43
10004475,1,0,11,5,0,0,1,1,1,1,1,1,1,2,1,684,56
10004476,1,0,9,3,0,0,3,9,2,1,1,3,1,0,1,658,26
10004478,1,0,12,6,0,0,3,5,0,0,2,3,0,0,2,531,21
10004479,1,0,9,5,0,0,1,9,1,1,1,1,1,2,2,693,26
