customer_ID,group_size,homeowner,car_age,car_value,risk_factor,married_couple,duration_previous,A,B,C,D,E,F,G,age_average
10085184,1,0,1,f,0,0,1,1,0,3,3,1,1,2,26
10085185,1,0,6,e,0,0,3,1,1,2,2,1,2,2,23
10085186,1,0,11,c,0,0,3,1,1,3,3,1,2,2,75
10085187,1,0,2,f,1,0,8,1,0,1,3,1,2,3,27
10085188,1,0,0,f,1,0,3,1,0,3,3,1,2,3,22
10085189,1,1,13,c,0,0,2,0,0,1,1,0,0,1,27
10085190,2,1,2,f,1,1,9,1,1,4,3,1,0,2,61.5
10085191,1,0,1,e,4,0,6,2,1,3,3,1,2,1,25
10085192,1,0,25,f,0,0,0,0,1,1,3,0,0,1,22
10085197,1,0,2,d,3,0,8,2,0,3,3,0,3,3,24
10085198,1,1,7,f,0,0,3,1,0,1,1,1,2,2,32
10085200,1,0,8,e,0,0,7,1,0,2,3,1,1,3,49
10085202,1,0,10,f,4,0,3,1,0,2,2,0,2,1,29
10085203,1,0,7,d,4,0,9,1,1,2,3,0,2,2,37
10085207,1,0,14,e,0,0,8,0,0,3,3,0,0,1,24
10085212,1,0,9,e,0,0,2,1,1,1,1,1,2,1,58
10085214,1,1,10,d,0,0,15,1,1,3,3,1,2,1,54
10085215,1,1,6,f,1,0,7,1,1,3,3,1,1,3,58
10085216,1,1,8,e,0,0,15,2,0,1,1,1,2,3,46
10085217,1,1,1,g,1,0,3,1,1,4,3,1,2,3,57
10085220,2,1,7,e,1,1,8,1,1,2,3,1,2,2,68
10085221,1,0,2,f,1,0,4,2,1,3,3,0,2,2,22
10085223,1,1,8,d,1,0,2,2,0,3,3,0,1,4,64
10085226,1,1,6,e,4,0,6,2,0,3,3,0,2,3,64
10085229,1,0,12,b,2,0,4,0,0,4,3,0,0,2,60
10085231,1,0,16,h,1,1,9,0,1,2,3,0,0,2,60
10085234,2,1,13,e,2,1,2,1,0,3,3,0,1,3,64
10085235,1,1,5,d,1,0,15,1,0,3,3,1,2,3,54
10085236,1,1,12,e,1,0,15,1,1,3,3,0,1,3,62
10085237,3,1,14,g,0,1,5,1,0,2,2,1,2,1,34.5
10085238,1,0,13,e,0,0,1,2,1,3,3,1,3,3,45
10085239,1,1,1,g,3,0,3,1,0,3,3,0,2,2,58
10085241,2,0,13,e,1,0,15,1,0,1,2,1,0,2,68
10085242,1,1,7,d,2,0,1,1,0,1,2,0,2,3,59
10085243,1,1,14,f,3,0,13,0,0,4,3,1,1,2,55
10085244,1,0,6,e,0,0,7,1,1,2,2,1,2,1,23
10085245,1,1,2,f,2,0,10,1,0,3,3,1,2,3,61
10085246,1,0,9,d,1,0,10,1,0,3,3,1,0,2,75
10085248,1,0,5,e,4,0,6,1,1,4,3,1,2,2,27
10085249,1,0,6,h,4,0,7,2,0,2,3,1,0,2,63
10085250,1,0,3,f,2,0,7,1,1,3,3,0,0,3,24
10085251,1,1,17,f,3,0,3,0,1,2,3,0,0,3,56
10085252,1,1,17,f,2,0,5,0,1,1,3,0,0,2,53
10085254,1,1,11,f,0,1,1,0,1,1,1,0,0,2,53.5
10085256,1,0,13,e,0,0,7,1,0,2,3,0,2,2,69
10085257,1,1,12,e,3,0,12,1,1,2,2,1,2,1,39
10085258,1,0,7,f,0,0,0,1,0,2,2,0,2,1,40
10085259,1,1,10,e,1,0,15,1,1,4,3,1,0,2,75
10085261,2,1,9,f,0,1,9,1,1,2,2,1,2,1,39
10085263,1,0,1,f,2,0,15,1,0,3,3,1,0,1,35
10085265,1,0,10,f,0,0,2,1,1,3,3,1,1,3,19
10085267,2,1,2,f,0,1,6,1,1,1,3,1,2,2,51
10085268,1,1,7,d,1,0,5,1,1,2,2,0,2,3,45
10085269,1,1,5,e,4,0,2,1,1,3,3,1,2,1,48
10085271,1,0,9,h,0,0,2,1,0,3,3,0,2,1,24
10085274,1,0,11,e,0,0,15,2,1,1,2,1,2,3,49
10085275,1,1,22,d,2,0,3,0,0,1,1,0,0,1,21
10085277,3,1,25,e,0,1,15,0,1,2,2,0,0,2,27
10085278,2,0,5,e,4,0,6,2,0,3,3,0,3,3,35.5
10085279,1,0,10,f,0,0,8,2,0,1,2,1,0,1,23
10085280,2,1,9,f,4,1,15,1,0,4,3,1,2,4,51.5
10085281,2,0,15,f,3,1,4,1,0,3,3,0,2,2,20.5
10085282,1,0,8,d,1,1,7,1,0,1,3,0,2,3,60
10085283,2,1,3,d,4,0,8,1,0,3,3,1,0,2,38.5
10085284,2,1,15,e,2,1,9,0,1,1,3,0,0,2,52.5
10085285,1,1,1,f,2,0,5,1,0,3,3,0,0,2,57
10085287,1,0,12,g,4,0,11,1,1,4,3,0,1,2,25
10085289,1,1,2,f,1,0,11,1,1,3,3,1,2,3,75
10085290,2,0,7,g,0,1,0,1,0,1,1,0,2,1,26
10085292,2,0,2,f,3,1,7,1,0,3,3,1,0,1,60.5
10085293,2,1,6,e,0,1,6,1,1,4,3,1,2,3,38
10085294,2,1,1,g,4,1,6,1,1,3,3,1,2,1,57
10085296,2,0,1,e,4,0,15,1,1,1,2,1,2,2,29
10085297,1,1,4,e,0,0,5,1,0,3,3,0,1,4,28
10085300,1,1,9,d,3,0,2,1,1,3,3,1,2,3,32
10085302,1,0,2,g,1,0,3,1,0,3,3,0,2,3,55
10085304,2,1,13,e,2,1,2,1,1,3,3,1,0,2,50.5
10085305,1,0,1,g,4,0,3,1,0,2,3,0,2,1,22
10085306,1,1,6,f,2,0,5,1,1,3,2,1,2,1,33
10085308,1,1,4,g,0,0,3,1,1,3,3,0,2,2,42
10085310,1,1,1,f,0,0,2,2,1,1,3,1,3,1,38
10085311,1,0,8,g,0,0,3,2,0,1,1,1,3,3,24
10085313,1,1,4,f,4,0,15,1,1,2,3,1,0,2,65
10085314,1,1,7,f,3,0,15,1,1,3,3,1,1,2,57
10085316,2,0,7,e,4,1,3,1,0,3,3,0,2,2,23.5
10085317,2,1,14,e,3,1,8,0,1,2,3,1,0,2,57.5
10085319,1,1,9,f,1,0,8,1,1,4,3,1,0,2,59
10085320,2,1,5,f,1,1,15,1,0,4,3,0,0,2,75
10085323,1,1,7,f,0,0,15,1,1,2,2,0,2,2,38
10085325,2,1,14,c,0,0,15,0,0,1,3,0,0,2,63
10085326,1,1,4,g,1,0,5,1,1,4,3,1,0,2,63
10085328,1,0,14,f,0,0,7,1,1,1,2,0,1,2,40
10085329,1,1,11,g,0,0,2,0,0,2,2,0,0,1,47
10085331,1,0,6,d,1,0,15,1,0,1,2,0,2,4,68
10085332,1,0,2,f,0,1,1,1,1,1,1,1,2,4,38
10085333,1,1,6,d,4,0,5,1,1,1,1,1,1,3,66
10085334,1,0,4,f,3,0,12,1,1,3,3,1,0,2,35
10085335,1,0,13,d,0,0,3,0,1,1,1,0,0,3,23
10085336,2,1,7,e,0,1,1,2,0,1,3,0,3,1,27.5
10085339,2,1,16,f,0,0,1,0,0,3,3,0,0,2,25
10085341,1,0,9,e,4,0,15,1,0,1,3,0,1,2,66
10085343,1,0,11,f,4,0,1,1,1,3,3,0,2,2,29
10085344,1,1,9,f,3,0,15,1,0,3,3,0,1,2,54
10085345,1,0,3,f,1,0,1,1,1,3,3,0,1,2,39
10085347,1,1,5,d,0,0,3,1,0,3,2,1,1,3,51
10085348,1,0,5,e,1,0,15,1,1,3,3,0,2,3,68
10085349,1,1,5,d,1,0,2,1,0,3,3,1,2,3,73
10085350,1,0,5,g,0,0,2,1,1,1,1,1,2,3,49
10085352,2,1,25,c,2,1,15,0,0,2,3,0,0,3,74.5
10085354,1,1,3,f,4,0,1,2,1,4,3,1,3,1,46
10085355,1,0,2,g,1,0,7,1,1,1,2,1,2,3,71
10085357,1,1,9,g,3,0,7,1,0,4,3,1,0,4,46
10085358,1,0,1,f,1,0,13,1,1,3,3,1,0,2,34
10085359,2,0,4,e,0,1,0,1,1,1,1,1,1,2,55
10085360,1,0,13,e,0,0,3,0,1,1,2,0,0,2,23
10085361,1,0,7,f,2,0,15,1,0,3,3,1,1,2,45
10085362,1,0,16,d,0,0,5,0,1,1,1,0,0,2,23
10085363,2,1,8,d,1,1,15,0,0,1,2,0,0,2,43.5
10085364,1,1,3,g,3,0,5,1,0,2,3,0,0,3,54
10085365,1,0,5,e,3,0,2,1,1,1,2,1,2,2,37
10085366,1,0,1,f,4,0,8,1,1,3,3,0,1,3,30
10085368,2,0,3,f,0,1,9,1,0,3,3,0,2,1,60
10085369,1,0,1,d,0,0,13,2,1,1,3,1,3,3,52
10085370,1,1,4,f,4,0,10,1,0,3,3,1,1,2,26
10085371,1,1,7,d,4,0,1,0,0,1,2,0,0,1,27
10085372,1,1,15,d,1,0,3,0,0,1,2,0,0,2,48
10085373,2,1,1,h,1,1,15,1,0,3,3,1,2,3,48.5
10085374,1,1,10,e,1,0,5,1,0,4,3,1,0,2,21
10085375,2,0,5,e,4,1,5,2,1,4,3,1,2,3,60.5
10085376,1,0,17,d,3,0,5,0,0,1,3,0,0,2,23
10085377,2,1,7,g,1,1,7,1,1,3,3,1,0,2,75
10085379,1,1,7,f,4,0,4,1,0,3,3,0,2,2,26
10085381,1,1,8,f,2,0,8,1,1,3,3,0,2,2,64
10085383,1,1,8,e,4,0,5,1,0,3,3,1,0,2,30
10085386,1,0,1,f,3,0,15,1,0,3,3,1,2,2,48
10085389,1,0,18,d,1,0,1,0,0,1,3,0,0,2,75
10085390,1,1,6,d,2,1,8,1,0,3,3,1,0,1,75
10085391,2,1,22,d,0,1,6,0,0,1,2,0,0,2,46.5
10085394,1,0,10,d,0,0,0,1,1,1,1,1,2,1,60
10085395,1,1,12,f,2,0,6,1,0,2,3,1,0,2,64
10085396,2,0,5,c,0,1,11,1,0,2,2,0,2,2,26
10085398,1,0,21,e,0,0,6.09394972975809,0,0,3,3,0,0,2,33
10085399,2,1,10,e,2,1,15,1,1,2,2,1,0,2,51
10085403,1,0,11,e,0,0,2,1,0,3,3,0,2,3,22
10085404,1,1,9,f,2,0,1,2,1,3,2,1,2,3,75
10085405,1,1,7,e,3,0,3,1,1,3,3,1,2,3,60
10085407,1,1,0,d,0,0,6,1,0,3,3,0,2,1,22
10085408,1,1,11,g,0,0,4,1,0,3,3,0,0,2,41
10085409,1,0,9,f,0,0,5,1,0,2,3,0,2,2,23
10085410,1,0,11,g,2,0,3,1,1,1,2,1,2,3,34
10085411,1,1,5,e,4,0,13,0,0,3,3,0,0,2,73
10085416,1,0,13,e,4,0,1,0,0,1,2,0,0,2,23
10085417,1,1,12,e,1,0,6,1,0,2,2,0,2,1,75
10085418,1,0,2,e,0,0,1,2,1,1,3,1,2,3,26
10085419,2,1,3,f,4,1,15,2,1,4,3,1,2,3,75
10085420,1,0,4,d,2,0,8,1,1,3,3,1,2,2,32
10085421,1,0,18,c,4,0,7,0,0,2,2,0,0,2,28
10085423,1,1,10,g,0,0,3,1,0,1,1,0,2,3,49
10085424,2,1,3,f,0,1,1,1,1,3,3,1,2,1,28
10085427,2,1,5,d,4,1,7,1,0,1,3,1,2,3,31.5
10085428,1,1,9,e,0,0,7,1,0,2,2,0,2,1,29
10085429,1,1,5,f,1,0,14,1,1,4,3,1,0,2,75
10085430,1,0,8,f,0,0,2,1,1,1,3,0,2,2,34
10085431,1,1,16,d,0,1,5,0,0,1,1,0,0,2,45
10085432,1,0,11,d,2,0,5,1,1,3,3,1,2,3,34
10085436,1,1,8,e,2,0,2,2,1,3,3,1,3,2,33
10085438,1,1,4,e,0,0,15,2,1,1,2,0,1,3,57
10085439,1,0,6,e,0,0,5,1,0,1,2,0,2,2,42
10085442,1,1,2,e,2,0,15,1,0,3,3,0,0,2,59
10085446,1,0,7,e,3,0,5,2,0,1,1,0,3,2,21
10085450,1,1,6,g,0,0,4,1,0,1,1,0,1,2,40
10085451,1,1,1,d,3,0,1,1,0,2,2,0,2,1,65
10085452,1,1,9,e,0,0,2,1,1,1,2,0,2,2,41
10085453,1,0,20,e,0,0,6.09394972975809,0,1,1,1,0,0,2,24
10085454,1,1,2,e,2,0,10,2,0,3,3,0,2,3,75
10085455,1,0,14,c,3,0,3,0,1,1,2,0,0,3,19
10085456,1,1,13,e,0,0,7,1,1,1,2,1,0,4,60
10085457,1,1,3,e,0,0,2,2,0,2,2,0,3,1,51
10085458,1,1,16,c,0,0,10,0,0,3,3,0,2,3,25
10085459,1,1,12,d,1,0,9,1,0,1,2,1,2,2,51
10085460,1,0,6,e,2,0,8,1,1,3,3,1,0,1,25
10085462,2,1,3,h,0,1,2,2,0,3,3,1,3,3,45.5
10085465,1,1,7,f,0,1,6,1,1,1,2,1,2,4,55
10085466,1,1,5,f,1,1,15,1,1,3,3,1,1,3,73
10085467,1,0,12,e,4,0,2,1,1,1,1,1,2,2,24
10085468,2,0,5,f,4,0,4,1,0,2,2,0,0,2,32.5
10085469,1,1,11,g,3,0,2,0,0,3,2,0,0,3,53
10085470,1,1,8,f,2,0,15,0,1,2,3,0,2,1,46
10085471,1,1,1,f,0,0,15,1,1,2,3,1,2,3,75
10085472,1,0,16,e,3,0,9,1,1,1,2,1,1,3,31
10085474,1,0,15,e,0,0,4,0,0,3,3,0,0,2,22
10085475,1,1,12,e,0,0,4,0,0,1,1,0,0,2,26
10085476,1,0,19,e,2,0,15,1,0,3,2,0,2,2,42
10085477,1,1,8,e,4,0,1,1,1,3,3,1,0,2,57
10085479,1,0,11,e,3,0,1,0,0,3,3,0,0,2,20
10085480,1,0,2,e,0,0,1,2,1,1,1,0,3,1,31
10085486,1,1,10,e,3,0,7,1,1,2,2,1,1,3,46
10085487,1,1,10,f,3,0,4,2,1,2,3,1,0,2,49
10085488,1,0,11,f,4,0,4,0,0,2,2,0,0,1,42
10085489,1,1,3,e,3,0,1,2,1,3,3,0,0,2,18
10085490,1,0,1,f,0,0,1,1,0,1,2,0,2,3,28
10085491,1,1,22,f,0,0,4,0,1,1,2,0,0,2,49
10085492,2,0,2,e,2,1,3,1,1,3,3,1,2,3,67.5
10085493,1,0,18,e,3,0,4,0,1,3,3,0,1,4,24
10085494,1,1,8,g,0,1,6,2,1,1,1,1,1,3,49
10085496,1,1,9,d,0,0,4,1,0,1,2,0,2,3,25
10085497,1,0,14,d,0,0,1,0,1,1,1,0,0,2,19
10085498,1,1,2,f,0,0,1,2,0,1,1,1,2,3,54
10085499,2,1,12,g,0,1,2,2,1,1,1,1,3,1,38
10085500,1,1,7,g,0,0,2,1,0,3,3,0,1,1,41
10085502,1,0,6,c,0,0,14,1,1,3,3,0,1,2,30
10085504,1,1,12,f,0,0,6,1,1,3,3,1,2,2,45
10085505,1,1,3,g,4,0,2,1,0,3,2,0,2,1,47
10085506,1,0,21,c,1,0,4,0,1,2,3,0,0,2,21
10085507,1,1,9,g,0,0,4,1,0,1,1,0,2,1,30
10085508,1,1,12,f,0,0,3,1,0,2,3,1,2,1,21
10085509,1,0,9,f,0,0,2,1,1,1,1,1,2,1,55
10085510,1,1,7,e,4,0,3,1,0,2,2,1,1,4,42
10085511,1,0,6,d,0,0,7,0,0,1,1,0,0,1,27
10085513,2,1,7,g,0,1,1,2,1,1,2,1,3,1,28.5
10085515,1,1,18,f,0,0,1,0,0,1,1,0,0,1,52
10085516,1,1,7,f,3,0,6,1,0,3,3,0,1,2,75
10085517,2,0,17,f,3,1,1,0,0,1,2,0,0,2,41
10085518,1,1,2,f,1,0,2,1,0,3,3,0,1,3,34
10085523,2,1,8,f,3,0,15,1,0,3,2,0,1,3,35
10085527,1,0,9,d,2,0,15,1,1,3,3,1,2,2,31
10085528,1,1,1,g,2,0,3,2,0,3,3,0,0,1,27
10085530,2,1,15,f,0,1,15,0,0,1,1,0,0,3,66
10085531,2,1,6,d,2,1,5,1,0,3,3,0,0,2,57.5
10085532,2,1,5,f,0,1,3,1,0,3,3,1,0,1,50.5
10085533,1,0,12,g,4,0,15,1,0,1,2,0,2,2,54
10085534,2,0,3,d,4,1,11,1,0,2,2,0,1,4,38
10085535,1,1,16,d,1,0,3,0,1,2,2,0,2,3,72
10085536,1,1,14,e,1,0,4,2,0,3,3,0,0,1,48
10085537,1,1,11,e,0,0,15,1,0,3,3,0,1,3,31
10085540,2,0,2,e,0,1,1,1,1,3,3,1,1,2,30.5
10085542,1,1,12,f,4,0,3,1,0,3,3,0,2,4,53
10085543,1,1,12,f,0,1,3,1,0,2,3,0,1,1,34.5
10085544,1,1,7,d,4,0,2,1,1,3,3,1,2,1,61
10085547,1,0,1,f,2,0,1,1,0,3,2,0,1,3,24
10085548,1,0,15,c,0,0,6,1,0,2,3,0,2,3,24
10085550,1,1,10,d,0,0,14,1,1,2,2,1,2,2,30
10085551,1,0,6,e,4,0,6,2,0,1,1,0,3,1,21
10085553,1,0,9,c,0,0,3,0,0,1,2,0,0,2,38
10085556,1,0,2,e,0,0,4,1,0,2,2,0,1,3,22
10085557,1,1,3,f,0,0,11,2,1,4,3,0,1,3,70
10085559,1,0,10,e,2,0,9,1,1,1,3,1,1,3,27
10085560,2,1,13,f,3,1,8,1,0,3,3,1,2,3,51
10085562,2,1,1,g,3,1,4,1,1,1,1,1,2,3,40
10085563,1,1,2,d,3,0,15,1,0,1,3,0,1,3,54
10085564,1,0,21,d,3,0,0,0,0,1,1,0,0,1,58
10085566,2,1,9,f,0,0,2,1,1,3,3,1,0,1,29.5
10085568,1,1,8,g,4,0,10,1,1,3,2,0,1,1,60
10085569,1,0,1,e,2,0,12,2,0,3,2,0,0,2,75
10085570,1,0,3,e,3,0,4,1,1,3,3,1,1,1,31
10085572,2,1,21,c,0,1,1,0,0,1,2,0,0,1,37
10085574,2,0,9,f,0,1,4,1,0,4,3,1,1,2,27.5
10085577,1,0,13,e,2,0,8,0,0,1,2,0,0,1,54
10085578,1,1,4,h,1,0,15,1,1,4,3,1,1,3,62
10085579,1,1,2,e,0,0,5,1,1,1,1,0,1,3,32
10085580,2,1,1,e,4,1,8,2,1,3,3,1,2,3,61
10085582,1,0,8,d,0,0,3,1,1,3,3,1,2,2,21
10085583,1,1,17,g,4,0,15,0,0,1,1,0,0,2,72
10085586,1,0,10,f,0,0,3,0,0,3,3,0,0,2,28
10085587,1,1,6,e,4,0,15,1,1,1,1,1,1,2,66
10085589,1,1,3,f,2,0,8,2,1,2,2,1,2,3,45
10085590,1,1,7,d,3,0,4,0,0,3,3,0,0,1,46
10085591,2,0,9,h,2,0,11,0,0,3,3,0,0,2,55.5
10085592,1,1,2,e,0,0,2,1,1,1,2,1,2,2,23
10085594,1,0,3,f,3,0,11,1,0,2,1,1,1,2,25
10085595,1,1,6,f,0,0,13,1,0,3,3,1,2,3,69
10085597,1,1,6,f,3,0,15,1,1,3,2,1,1,3,59
10085599,1,0,1,h,4,0,1,2,1,3,3,1,0,2,51
10085600,2,1,8,d,4,1,2,1,1,3,3,1,1,3,75
10085601,1,0,7,d,0,0,3,1,1,1,3,0,1,2,19
10085602,1,0,6,e,0,0,3,1,1,2,2,0,1,2,39
10085603,1,0,8,d,4,0,2,1,0,1,3,0,1,3,24
10085604,1,0,14,e,3,0,6,1,1,1,3,0,2,4,23
10085605,1,1,11,g,0,0,2,1,0,4,3,1,1,2,55
10085607,1,0,12,d,4,0,6,0,1,1,3,0,1,1,25
10085612,2,1,6,f,1,1,6,1,0,2,3,0,1,3,71.5
10085613,1,0,6,f,0,0,3,2,0,2,3,0,3,2,22
10085614,1,0,9,h,3,0,2,1,1,1,3,1,1,4,19
10085615,3,1,6,e,2,0,4,1,0,1,1,1,2,3,44
10085616,3,0,6,d,0,1,1,1,1,2,2,1,1,1,28
10085618,1,1,2,f,0,0,1,1,1,2,2,1,2,1,56
10085620,1,1,10,g,3,0,10,1,0,4,3,1,1,2,61
10085621,1,1,3,f,4,0,2,1,0,3,3,0,0,4,42
10085626,1,1,5,e,2,0,6,2,1,1,2,1,0,2,41
10085628,1,0,10,f,0,0,11,1,0,1,2,0,2,2,28
10085631,1,0,8,e,3,0,1,2,0,2,2,0,0,2,30
10085632,2,1,9,h,2,1,8,1,1,3,3,1,2,3,69
10085633,1,1,7,f,1,0,3,2,1,3,3,1,0,2,52
10085634,1,0,2,e,2,0,10,1,0,1,3,1,2,3,44
10085635,1,1,5,f,0,0,0,1,1,3,3,1,2,3,42
10085636,1,1,0,g,0,0,0,2,1,3,2,1,2,3,51
10085638,1,0,12,e,1,0,15,0,1,1,3,0,0,3,64
10085639,1,1,1,f,2,1,9,1,0,3,3,1,2,3,50.5
10085640,3,1,0,f,1,1,1,2,1,3,2,0,0,2,44.5
10085642,2,0,11,d,0,1,8,1,1,2,3,1,1,3,33
10085643,1,0,6,e,4,0,10,1,1,2,3,1,2,3,26
10085646,1,0,4,f,0,0,0,2,0,1,1,0,3,3,24
10085647,2,1,2,e,0,1,15,1,0,3,3,0,1,2,50.5
10085650,2,0,1,d,0,0,5,1,1,1,1,1,2,1,36.5
10085651,1,1,12,e,3,0,8,1,0,2,2,0,2,3,50
10085652,2,1,11,e,0,1,3,1,1,4,3,0,2,3,35
10085656,1,1,7,d,2,0,6,1,0,4,3,0,0,1,27
10085658,1,0,14,f,0,0,10,1,1,1,2,1,2,1,28
10085660,2,1,2,d,0,1,6,1,1,3,3,1,2,2,49
10085661,2,1,3,f,4,1,1,2,1,3,3,1,3,1,72.5
10085664,2,1,9,g,2,1,15,1,0,2,3,1,1,4,58
10085665,1,1,4,g,4,0,8,2,1,3,3,1,0,2,45
10085666,1,0,8,d,3,0,2,0,1,1,3,0,0,2,19
10085667,2,1,4,h,1,1,9,1,0,3,2,0,2,3,53
10085669,1,1,6,f,1,0,3,2,0,2,3,0,3,3,28
10085670,1,0,11,c,0,0,9,0,0,1,3,0,0,3,31
10085671,1,1,7,f,0,0,7,1,1,3,3,0,2,1,27
10085673,1,0,2,d,0,0,1,2,0,2,3,0,2,1,38
10085674,2,1,8,h,2,1,8,1,1,3,3,0,2,2,45
10085676,1,1,1,f,0,0,8,1,0,4,3,1,2,3,54
10085677,2,1,13,f,0,1,7,0,0,1,3,0,0,2,45.5
10085678,1,0,8,h,2,0,2,0,0,3,3,0,0,2,24
10085679,1,1,6,d,0,0,4,1,1,3,2,1,2,2,44
10085682,2,1,9,g,1,1,4,0,1,3,3,0,0,1,75
10085683,2,1,9,f,0,1,4,1,0,3,3,0,0,1,74.5
10085685,2,0,8,e,0,1,10,1,1,3,3,1,2,2,39
10085686,2,0,19,e,4,1,3,0,1,2,3,0,0,3,39
10085687,1,1,11,e,2,0,9,1,0,3,3,0,0,2,24
10085691,1,1,12,h,4,0,3,1,0,3,3,0,1,2,58
10085692,1,0,6,d,0,0,0,1,1,1,1,1,2,1,49
10085693,1,1,17,e,1,0,5,0,1,4,3,1,0,4,22
10085694,1,1,15,f,0,0,6,0,1,2,3,0,1,2,24
10085695,1,1,10,e,0,0,2,1,0,1,2,0,2,2,74
10085696,3,1,5,f,0,1,5,1,1,2,2,1,1,3,28.5
10085698,2,0,5,e,4,1,4,1,0,3,3,1,1,4,42.5
10085700,1,0,5,d,2,0,3,1,1,1,3,1,2,3,69
10085701,1,1,1,f,1,0,6,1,1,3,3,1,0,2,30
10085702,1,0,9,e,0,0,10,1,1,2,2,0,2,1,65
10085703,1,1,4,e,0,0,7,1,1,2,2,1,2,2,54
10085705,1,1,15,d,1,0,14,1,1,2,3,1,2,4,65
10085707,2,1,2,g,4,1,8,1,0,3,3,0,2,1,54.5
10085708,1,1,10,f,2,0,13,1,1,3,3,0,1,2,60
10085710,1,1,4,f,4,0,3,1,1,3,3,1,1,2,46
10085711,1,1,9,e,3,0,15,1,0,3,3,0,2,3,46
10085712,1,1,2,e,1,0,15,1,0,3,3,0,0,3,75
10085713,1,1,9,h,2,1,5,1,0,1,3,0,0,2,53
10085717,1,1,5,d,0,0,5,1,0,3,3,0,1,2,62
10085718,1,0,1,g,2,0,15,1,1,3,2,1,0,2,69
10085720,2,0,8,d,0,0,1,2,1,2,3,1,2,3,28.5
10085722,1,1,7,f,0,0,7,1,1,3,2,1,1,1,37
10085723,1,0,19,c,0,0,1,0,0,1,3,0,0,2,48
10085726,1,1,8,e,0,0,5,1,0,3,3,0,1,3,56
10085727,1,1,6,h,4,0,1,1,1,4,3,1,2,3,47
10085728,1,1,18,d,2,0,1,0,0,4,3,0,0,2,66
10085729,1,0,5,f,2,0,5,1,1,3,3,0,2,3,21
10085732,1,0,3,g,0,0,2,2,0,1,2,0,2,2,39
10085733,1,0,1,e,3,0,15,1,0,3,3,0,1,3,75
10085734,1,0,4,d,4,0,2,1,0,3,2,0,1,4,24
10085735,2,1,10,e,1,0,3,1,0,3,2,0,0,2,36
10085736,2,1,1,e,2,0,3,2,1,1,3,1,2,3,45.5
10085738,2,1,13,e,2,1,3,1,0,3,2,0,0,3,58
10085739,1,0,8,d,0,0,6,1,1,1,1,1,2,2,42
10085740,1,1,7,e,0,0,7,1,0,4,3,0,2,1,35
10085741,1,1,8,e,3,0,1,0,1,3,3,0,0,1,59
10085742,1,1,7,f,0,0,6,1,0,3,3,1,2,4,39
10085744,1,1,12,g,3,1,7,1,1,3,3,1,2,3,56.5
10085746,1,1,15,g,0,0,8,0,1,1,1,0,0,1,41
10085749,1,0,3,d,0,0,3,1,1,2,2,0,2,1,21
10085751,1,0,4,f,3,1,1,1,1,1,1,1,1,3,23.5
10085753,2,1,0,g,1,1,3,2,0,3,3,0,3,4,67.5
10085755,2,0,8,g,2,1,8,1,1,3,3,1,0,2,30
10085758,1,1,1,g,0,0,8,1,0,3,3,1,1,2,40
10085759,2,1,11,f,1,1,7,1,1,4,3,1,0,3,75
10085760,1,0,6,e,4,0,8,1,0,1,3,0,1,3,49
10085761,1,1,17,c,4,0,10,0,0,3,3,0,0,2,40
10085762,2,0,25,d,0,1,3,0,0,1,1,0,0,2,34
10085764,1,1,3,d,1,0,9,2,1,3,3,1,1,3,75
10085766,1,1,14,e,2,0,6,0,0,1,2,0,0,2,75
10085767,1,1,5,e,4,0,5,2,0,3,3,1,0,3,42
10085768,1,1,11,d,0,0,1,1,1,4,3,1,2,2,43
10085770,2,1,0,g,1,1,7,1,0,3,3,1,1,3,65.5
10085771,1,0,1,g,4,0,8,1,0,3,3,1,0,2,51
10085773,1,0,7,e,1,1,4,1,1,1,2,1,2,3,73.5
10085774,1,0,1,e,0,0,4,1,1,1,1,0,2,1,24
10085777,1,0,10,e,0,0,4,2,0,1,1,0,3,2,20
10085778,1,1,4,g,0,0,8,1,1,3,3,1,1,4,51
10085779,1,0,1,c,2,0,10,1,0,2,2,0,2,2,27
10085780,1,0,11,d,0,0,3,0,0,1,2,0,0,2,24
10085781,1,1,4,e,2,0,7,1,0,3,3,0,0,2,49
10085782,2,1,9,f,4,0,2,1,1,1,1,0,2,2,69.5
10085783,1,0,17,f,3,0,3,1,1,1,2,0,2,2,33
10085784,1,1,10,f,2,0,2,1,0,1,3,0,2,3,24
10085785,1,1,7,i,2,0,12,2,0,3,3,0,0,2,34
10085786,2,1,6,e,4,1,7,1,0,3,3,1,2,3,44
10085787,1,0,7,f,0,0,4,1,0,3,3,0,2,1,21
10085790,1,0,16,f,0,0,2,0,1,2,3,0,0,2,19
10085791,1,1,13,f,0,0,1,2,1,1,2,0,3,2,21
10085792,1,1,14,e,3,0,9,1,0,2,2,0,1,2,62
10085793,2,1,1,e,0,1,2,1,1,2,3,1,2,3,60
10085797,1,1,12,e,4,0,5,1,0,3,3,0,2,3,24
10085798,1,0,10,f,2,0,3,1,0,3,3,0,1,3,32
10085799,1,0,10,g,3,0,2,2,0,1,2,1,2,3,57
10085800,1,0,12,e,3,0,15,1,1,3,3,1,2,4,46
10085802,1,0,11,e,0,0,7,0,0,2,3,0,0,2,24
10085803,1,1,14,e,2,0,6.09394972975809,1,0,3,3,0,2,1,56
10085804,1,1,9,e,0,0,0,2,1,1,1,0,2,1,33
